"Date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow data from the CT_noCC run for the CalLite-CV element from which we're going to be deriving these DSM stream flow time series in cfs (I couldn't find an output file in the Basin Study documentation for this like I did for the Outflow data in the master csv but spot checks indicated that the GoldSim model file I'm pulling these from have identical data to those outputs), CSDate is for my reference to avoid screwing up the 10/2014=10/1925 matching and shouldn't be needed for you, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (in TAF/month, NOT cfs - I can do that conversion if it's more convenient but I'm hoping it'll be trivial for you... in any case we're not trying to do mass balance here, just multiplying by the fractions of the CalSim II totals, so as long as CalSim II is internally consistent wrt units it should be fine, right?). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. The CalSim II run I'm using at the moment is the most recent representation of current operations I've received; probably we'll be choosing a different baseline in the future but the matches csv mentioned above contains the CalSim II match for DSM streams, so I can go back and re-pull those time series if/when necessary. C17603 is Sites Reservoir outflows into the Sacramento in this region; it's zeroed out in the run I'm using but that should be re-checked if a different run is used. NOTE that matching 2014 to 1925 results in the last ~7 years of the CalLite-CV run not having an equivalent CS2 number...",,,,,,,,,,,,
4/1/2029 0:00,2367,30-Apr-40,125.4,642.6,255,519.1,811.3,287.7,18,0,417.7999878,224.1000061
5/1/2029 0:00,1712,31-May-40,46.4,254.6,146.4,436.1,282.1,63.8,28,387.5,0,9.199999809
6/1/2029 0:00,798.5,30-Jun-40,14.6,70.1,72.6,310.7,158.6,37.3,12,1205.7,0,6.900000095
7/1/2029 0:00,745.2,31-Jul-40,3.3,9.9,34.2,149.4,117.4,27.3,0,669.4,0,0
8/1/2029 0:00,418.3,31-Aug-40,1.8,2.9,31.8,105.1,100.6,22.8,0,459.6,0,0
9/1/2029 0:00,387.7,30-Sep-40,2.9,4.2,37.7,111.7,105.9,24,23,477.1,0,21.10000038
10/1/2029 0:00,607.6,31-Oct-40,6.5,13.8,45,125.9,121,28.8,11,0,0,0
11/1/2029 0:00,677.6,30-Nov-40,15,49.8,62.8,161.2,154.6,45.4,11,367.2,0,0
12/1/2029 0:00,6792,31-Dec-40,264,846.8,469.9,663.5,890.3,585.8,1479,0,218.6000061,0
1/1/2030 0:00,11940,31-Jan-41,441.3,931.2,522.3,634.4,992.6,759.8,4431,0,968.4000244,37.40000153
2/1/2030 0:00,13606,28-Feb-41,548.8,1659.8,888.9,1185.1,1594,799.3,4706,0,673.2999878,0
3/1/2030 0:00,6013,31-Mar-41,534.8,1652.7,507.2,725.7,1153.7,556.3,2817,0,696,0
4/1/2030 0:00,4162,30-Apr-41,252.4,1293.6,566.1,770.9,1239.3,639.8,1648,0,855.7000122,73
5/1/2030 0:00,4376,31-May-41,161.7,887.2,269.2,687.8,739.9,136.6,702,0,101.1999969,0
6/1/2030 0:00,2443,30-Jun-41,71.3,342.9,90.6,496.8,299.9,61.9,12,1258,0,53.5
7/1/2030 0:00,1369,31-Jul-41,28.2,84.1,53.7,331.4,182.9,40.2,11,892.4,0,4.699999809
8/1/2030 0:00,1095,31-Aug-41,13.3,22,47,178.7,154,33.4,12,397.8,0,0
9/1/2030 0:00,1006,30-Sep-41,10.1,14.8,43.2,144.6,139.2,32.2,23,156.4,0,0
10/1/2030 0:00,1012,31-Oct-41,6.9,14.7,43.8,132,140.6,31.4,207,0,0,0
11/1/2030 0:00,867.1,30-Nov-41,14.7,48.9,63.1,177.8,169.6,44.5,260,297.2,0,6.300000191
12/1/2030 0:00,6171,31-Dec-41,308.5,989.4,452.7,929.5,1047.5,545.2,1391,0,170.5,0
1/1/2031 0:00,8962,31-Jan-42,459.5,969.7,485,756.9,1153.7,644.6,2458,0,294.1000061,0
2/1/2031 0:00,8524,28-Feb-42,386.3,1168.3,724.7,926.9,1495.2,899,2912,0,759.7999878,169.8000031
3/1/2031 0:00,3636,31-Mar-42,125.6,388,143.9,309.9,381.2,124.4,23,1329.2,0,129.1000061
4/1/2031 0:00,3297,30-Apr-42,128.1,656.4,406,671.2,1013.7,400.5,674,2444.4,0,91.09999847
5/1/2031 0:00,4689,31-May-42,100.8,553.3,293,608.3,821.4,266.1,301,941.8,10.80000019,6.900000095
6/1/2031 0:00,2675,30-Jun-42,52.3,251.5,160.9,526.9,459.2,95.6,12,1094.8,0,93
7/1/2031 0:00,1492,31-Jul-42,16.2,48.2,64.8,313.1,211,44.5,11,920.6,0,14.89999962
8/1/2031 0:00,1266,31-Aug-42,7.2,11.9,54.9,160,163,36.4,12,396.1,0,0
9/1/2031 0:00,1159,30-Sep-42,5.1,7.5,51.8,133.9,147,32.7,23,320,0,0.300000012
10/1/2031 0:00,1116,31-Oct-42,3,6.4,46.4,117.1,127.2,28.6,77,0,0,14.19999981
11/1/2031 0:00,1336,30-Nov-42,42.5,141.5,53.1,159.9,186,48.5,240,330.1,0,8.199999809
12/1/2031 0:00,2582,31-Dec-42,134.3,430.8,117.2,269.1,287.2,98.3,583,1025.2,0,23.20000076
1/1/2032 0:00,11174,31-Jan-43,436.6,921.3,454.6,670.6,865.3,530.8,2470,0,372.2000122,0
2/1/2032 0:00,4333,28-Feb-43,187.1,565.8,252.6,424.2,552.4,256.9,240,0,129.8000031,397.6000061
3/1/2032 0:00,3524,31-Mar-43,177.9,549.8,460.9,766.2,1123.8,367.3,25,0,94.90000153,193.1000061
4/1/2032 0:00,2711,30-Apr-43,66.9,342.8,314.3,605.6,829.9,171.6,18,1973.8,0,106.5
5/1/2032 0:00,2555,31-May-43,32.2,176.6,161.6,466.6,458.6,95.9,17,748.7,4.599999905,70.69999695
6/1/2032 0:00,1825,30-Jun-43,14.8,71,90,373.4,287.1,54.4,12,1081.6,0,50.5
7/1/2032 0:00,1398,31-Jul-43,5.4,16.1,52.8,208.1,167.8,32.5,11,743.8,0,15
8/1/2032 0:00,1166,31-Aug-43,2.3,3.8,44.5,132.4,135.1,30.1,0,412,0,3.900000095
9/1/2032 0:00,1186,30-Sep-43,1.2,1.7,42.6,115.7,121.2,26.1,23,0,0,20
10/1/2032 0:00,958.1,31-Oct-43,3.5,7.4,44.7,121.1,124.9,28.8,0,0,0,7.300000191
11/1/2032 0:00,890.6,30-Nov-43,5.4,17.9,48.6,124.5,129.7,33.6,11,301.9,0,0
12/1/2032 0:00,954.2,31-Dec-43,7.6,24.3,51.8,126,132.4,39,10,435.4,0,15.19999981
1/1/2033 0:00,1512,31-Jan-44,37.6,79.3,71,154.1,160.9,80.7,10,535.4,9.800000191,35.09999847
2/1/2033 0:00,2732,29-Feb-44,44.3,134.1,166.4,273.2,309.8,180.9,28,1626.1,64.59999847,145.1000061
3/1/2033 0:00,1865,31-Mar-44,87.7,271,139.7,314.7,399.4,239.6,12,614.2,44,83
4/1/2033 0:00,1674,30-Apr-44,41.3,211.6,73.7,286.3,335.5,104.1,30,1161.2,0,25.79999924
5/1/2033 0:00,1606,31-May-44,40.8,223.9,100.3,355.7,307.8,52.1,28,441.5,0,17
6/1/2033 0:00,1264,30-Jun-44,15.4,74.3,54.5,242.3,153.4,35.8,12,1167,0,31.10000038
7/1/2033 0:00,926.4,31-Jul-44,6.3,18.6,35.4,122.6,104.4,25.9,0,638.6,0,6.599999905
8/1/2033 0:00,1142,31-Aug-44,2.2,3.6,31.7,92.6,92.5,20.4,0,446.8,0,2.599999905
9/1/2033 0:00,732.4,30-Sep-44,0.1,0.2,31,86.5,89.4,16,12,207.3,0,40.29999924
10/1/2033 0:00,766.3,31-Oct-44,1.6,3.5,34.4,97.4,102.1,29.8,0,0,0,7.300000191
11/1/2033 0:00,1696,30-Nov-44,41.2,137.2,94.5,199.6,219.5,92.7,11,491.3,0,6.5
12/1/2033 0:00,2938,31-Dec-44,79.4,254.7,167.2,294.4,315.9,147.5,113,847.2,40.70000076,5.199999809
1/1/2034 0:00,1909,31-Jan-45,71.4,150.6,81.2,174.6,201.7,78.3,322,898.8,0,53.90000153
2/1/2034 0:00,2878,28-Feb-45,199.3,602.9,360.1,551.5,799.9,513.4,449,0,160.6999969,128.1999969
3/1/2034 0:00,3290,31-Mar-45,56.6,174.9,192.1,303.9,377.4,188.4,25,877.1,97.30000305,0
4/1/2034 0:00,1494,30-Apr-45,77.4,396.6,117.9,343,372.4,122.4,30,1609.1,22.20000076,53.59999847
5/1/2034 0:00,1787,31-May-45,39.8,218.2,118.5,427,350.2,69.7,17,414.7,0,10.19999981
6/1/2034 0:00,1450,30-Jun-45,16.4,78.8,68.8,310.4,193.7,44.7,12,1273.2,0,38.40000153
7/1/2034 0:00,985.8,31-Jul-45,4.5,13.5,40,179.7,118.5,26.7,0,912.5,0,10.5
8/1/2034 0:00,935.4,31-Aug-45,1.6,2.6,34.2,111.2,96.1,18.7,0,546.3,0,0
9/1/2034 0:00,1019,30-Sep-45,0.2,0.3,35,97.8,92.9,20,23,345.7,0,19.79999924
10/1/2034 0:00,1192,31-Oct-45,10.3,22,55.9,144.7,161.1,46.4,12,76.4,0,0
11/1/2034 0:00,2001,30-Nov-45,71.5,238,121.4,241.2,255.2,104,11,199.9,0,0
12/1/2034 0:00,8570,31-Dec-45,351.6,1127.6,612.7,820.8,1141.4,666.1,2111,0,368.1000061,0
1/1/2035 0:00,4985,31-Jan-46,300.5,634,220.2,360.6,460.8,207.1,1251,0,149.6999969,377.2999878
2/1/2035 0:00,2833,28-Feb-46,71.1,215,106.8,215.8,277.1,130.5,28,828.9,19.5,19.39999962
3/1/2035 0:00,1732,31-Mar-46,123.7,382.2,122,300.9,393.4,128.4,15,257.9,0,15.60000038
4/1/2035 0:00,1533,30-Apr-46,97.2,498,153.1,466.1,488.2,113.8,30,1374.4,0,59.20000076
5/1/2035 0:00,1291,31-May-46,49.7,272.6,121.4,489.7,328.7,48.5,17,452.5,0,28.60000038
6/1/2035 0:00,878.7,30-Jun-46,15,72.3,52.9,283.9,161.6,32.5,12,844.8,0,59.5
7/1/2035 0:00,961.6,31-Jul-46,4.9,14.5,40.8,161.3,128.2,27.1,0,1168.1,0,27.10000038
8/1/2035 0:00,975.7,31-Aug-46,1.4,2.3,38,108.9,109.4,22.6,0,452,0,10
9/1/2035 0:00,866.4,30-Sep-46,0.9,1.4,38.1,105.9,106.5,22.1,12,242.7,0,30.20000076
10/1/2035 0:00,626.9,31-Oct-46,1.5,3.2,36.2,99.4,103.8,25.2,0,0,0,0
11/1/2035 0:00,1047,30-Nov-46,26.3,87.4,70.5,181.5,194.1,64.7,11,45.6,0,0
12/1/2035 0:00,1760,31-Dec-46,34.9,111.8,122,225.8,247.5,89.1,10,875.9,43.59999847,33.40000153
1/1/2036 0:00,1381,31-Jan-47,17.2,36.2,41.2,113,119.6,30.4,10,239.6,0,16.10000038
2/1/2036 0:00,1962,28-Feb-47,105.2,318.1,149.5,313.7,397.7,181.3,28,839.7,48.20000076,12.10000038
3/1/2036 0:00,1933,31-Mar-47,141.8,438.1,129.6,319.5,387.2,173.8,25,329,9.899999619,22.79999924
4/1/2036 0:00,1715,30-Apr-47,40,204.8,145.2,333.4,365.4,157.3,30,1019,18.79999924,46.79999924
5/1/2036 0:00,1105,31-May-47,12.2,66.9,44.4,235.4,134.7,34.5,17,489.5,0,0
6/1/2036 0:00,808.7,30-Jun-47,9.7,46.7,41.9,183.9,121.4,27.6,0,989.4,0,37.40000153
7/1/2036 0:00,704.8,31-Jul-47,2,6,32.4,96.2,91.8,20.6,0,665.8,0,24.89999962
8/1/2036 0:00,598.2,31-Aug-47,0.5,0.8,30.1,87.4,84.4,21.1,0,443.5,0,15.80000019
9/1/2036 0:00,574.8,30-Sep-47,0,0.1,28.6,82.4,81.7,19.5,12,203.5,0,42.79999924
10/1/2036 0:00,1099,31-Oct-47,45.4,96.8,62.5,175.1,155.5,55.1,12,75.3,0,0
11/1/2036 0:00,900.7,30-Nov-47,17.6,58.4,89.3,175.8,162.2,53.6,11,204,13.10000038,11.19999981
12/1/2036 0:00,800.3,31-Dec-47,8.7,27.8,48.3,121,112.8,33.6,10,308.1,0,1.100000024
1/1/2037 0:00,1319,31-Jan-48,257.3,542.8,145.4,358.2,372.6,157,10,254.8,0,18.10000038
2/1/2037 0:00,1318,29-Feb-48,36.3,109.7,52.2,144,144.8,41.1,28,352.6,4.199999809,6.300000191
3/1/2037 0:00,2060,31-Mar-48,40.7,125.7,332.1,398.8,477.4,291.6,25,40,57.59999847,0
4/1/2037 0:00,3873,30-Apr-48,134.3,688.4,467.5,748.8,1146.6,505.7,30,0,55.59999847,0
5/1/2037 0:00,3336,31-May-48,91,499.6,262.6,599.2,795.2,224.5,17,343,45.20000076,121.3000031
6/1/2037 0:00,1834,30-Jun-48,41.9,201.6,225.1,602,448.4,96.4,0,1223.4,0,85
7/1/2037 0:00,700.5,31-Jul-48,10.1,30,53.8,244.6,155.9,38.1,0,892.7,0,35
8/1/2037 0:00,607.5,31-Aug-48,4.4,7.3,38.8,140.4,120.6,26.9,0,574.6,0,2.599999905
9/1/2037 0:00,493.4,30-Sep-48,6.5,9.6,37.3,116.5,107.4,23.7,12,254.4,0,39.90000153
10/1/2037 0:00,520.2,31-Oct-48,2.9,10.5,37.4,108,103.8,24,0,0,0,30.39999962
11/1/2037 0:00,547.8,30-Nov-48,5.9,68.2,43.9,132.9,124.1,31,11,18.6,0,8.600000381
12/1/2037 0:00,1208,31-Dec-48,19.2,121.1,56.3,132.7,136.6,51.7,10,464.2,0,15.10000038
1/1/2038 0:00,849.2,31-Jan-49,14.8,48.5,42.8,114.6,114,37.8,10,326,0,41.20000076
2/1/2038 0:00,1343,28-Feb-49,42.2,148.3,75,153.1,173.3,84.4,28,435.8,0,16.60000038
3/1/2038 0:00,4178,31-Mar-49,459.1,595.4,394.5,456,656.1,407.4,703,0,285.1000061,43.09999847
4/1/2038 0:00,1531,30-Apr-49,174.9,771.7,100.7,384.9,441.2,107.6,30,1053.8,0,71.80000305
5/1/2038 0:00,1190,31-May-49,65.3,297,85.4,341,240.3,42,17,418.2,0,32.79999924
6/1/2038 0:00,758.4,30-Jun-49,19,76.4,40.8,187.3,134.2,27.4,12,960.2,0,55.5
7/1/2038 0:00,599.4,31-Jul-49,4.8,11.1,28.1,101,90.9,21.3,11,795.1,0,34.70000076
8/1/2038 0:00,507.9,31-Aug-49,1.6,3.1,29,86.5,84,19.1,0,672.9,0,19.39999962
9/1/2038 0:00,450.7,30-Sep-49,0.7,1,28.8,82.7,80.2,19.7,23,622.9,0,44.90000153
10/1/2038 0:00,345.7,31-Oct-49,1.5,2.3,30.1,85.8,82.7,20.2,0,30.5,0,2
11/1/2038 0:00,494.3,30-Nov-49,5.2,17.6,34.6,96.9,95.3,25.2,11,421,0,15.5
12/1/2038 0:00,384.4,31-Dec-49,6,15.4,37.6,97.2,90.3,27.8,10,242.6,0,18.20000076
1/1/2039 0:00,1639,31-Jan-50,71.5,256.5,174.3,286.3,325.5,137.8,73,323.3,32,10.60000038
2/1/2039 0:00,4092,28-Feb-50,109.4,355.5,349.3,485.4,698.7,436.2,370,0,155.3000031,37.79999924
3/1/2039 0:00,3534,31-Mar-50,84,597.8,124.5,301.9,475.9,197.9,22,192,0,25.29999924
4/1/2039 0:00,1592,30-Apr-50,70.1,550.2,163.5,483.6,750.8,222.2,30,905.2,0,76
5/1/2039 0:00,1138,31-May-50,23.2,250.5,122.7,459.7,425.7,63.6,28,469.6,0,0
6/1/2039 0:00,741.8,30-Jun-50,7.2,64.5,54.9,302.2,189.4,33.4,12,1027.1,0,38.90000153
7/1/2039 0:00,553.2,31-Jul-50,0.8,7.4,31.8,167.4,112.3,24.2,0,842.7,0,14.19999981
8/1/2039 0:00,976.8,31-Aug-50,0,1.5,29.1,102.8,92.7,20.8,0,769.3,0,3.099999905
9/1/2039 0:00,467.9,30-Sep-50,0.3,1.1,28.1,93.2,91,20.2,23,935.6,0,35.90000153
10/1/2039 0:00,891.6,31-Oct-50,44.1,202.4,55.8,167,181.6,72.9,12,0,0,0
11/1/2039 0:00,2348,30-Nov-50,58.7,317.6,188.5,465.8,582.1,245.4,11,348.3,4.699999809,59.20000076
12/1/2039 0:00,4596,31-Dec-50,188.7,640.2,325.1,671.4,880.1,377.9,1577,0,169.8999939,48.29999924
1/1/2040 0:00,5977,31-Jan-51,204.4,725.7,337.2,496.6,726.2,403.9,1666,0,109.5,56.70000076
2/1/2040 0:00,4988,28-Feb-51,241.6,1040.1,315,607.6,934.5,449.9,893,0,93.40000153,19.70000076
3/1/2040 0:00,2449,31-Mar-51,84.4,311.7,113.5,318.6,550.2,258.4,7,261.2,15,107.9000015
4/1/2040 0:00,1272,30-Apr-51,57.2,291.8,116.5,458.7,580.6,95.2,30,893.8,0,43
5/1/2040 0:00,1178,31-May-51,77.4,267.2,122.3,466.5,506.6,110.8,28,672.7,0,54.59999847
6/1/2040 0:00,732.9,30-Jun-51,17.3,63.1,53.4,294.4,201.3,45.4,12,1015,0,43.70000076
7/1/2040 0:00,632.6,31-Jul-51,5,12.9,35.6,151.3,140.4,31.1,0,1314.9,0,10.89999962
8/1/2040 0:00,606.4,31-Aug-51,1.1,2.2,33,119,121.4,27.1,0,845.7,0,2.099999905
9/1/2040 0:00,565.4,30-Sep-51,0.7,1.3,34.7,106.6,112.4,25.5,23,896.7,0,45.29999924
10/1/2040 0:00,782.2,31-Oct-51,4.8,15.5,43.7,122.3,134.4,31.2,8,0,0,15
11/1/2040 0:00,1841,30-Nov-51,20.3,123.6,103.4,210.9,224.4,84.7,11,508.2,0,0
12/1/2040 0:00,5572,31-Dec-51,292,686.7,515,585.7,872.5,571,773,0,126,0
1/1/2041 0:00,12213,31-Jan-52,288.7,456.1,455.9,511.9,725.5,460.7,2591,0,414.7000122,329.2999878
2/1/2041 0:00,7009,29-Feb-52,318.8,1211,448.6,758,1173,750.8,1695,0,183.3999939,18.39999962
3/1/2041 0:00,4415,31-Mar-52,281.4,800.7,319.8,498.2,768,897.2,433,0,141.6000061,128.1999969
4/1/2041 0:00,1864,30-Apr-52,243.1,1248.9,278.3,722.1,1214,370.2,166,0,5.400000095,33.40000153
5/1/2041 0:00,1719,31-May-52,123,676.9,316,866.2,1138.5,180.3,303,627.7,0,66.40000153
6/1/2041 0:00,1421,30-Jun-52,40.5,187.4,138.5,569.4,484.4,64.7,12,840.2,0,64.5
7/1/2041 0:00,969.7,31-Jul-52,18.7,56.6,54.6,335.3,246.5,44.4,11,1024,0,25.70000076
8/1/2041 0:00,891,31-Aug-52,6.9,15.5,42.5,167.4,184.1,33.6,12,738.8,0,8.899999619
9/1/2041 0:00,913.2,30-Sep-52,3.9,7,40.2,137.5,145.1,29.8,23,772.7,0,73.5
10/1/2041 0:00,729.1,31-Oct-52,3.8,6.9,40.5,130.9,143.3,29.7,82,0,0,25.89999962
11/1/2041 0:00,935.3,30-Nov-52,21.5,23.3,45.3,134.5,148.4,36.1,211,79.7,0,12.89999962
12/1/2041 0:00,5756,31-Dec-52,353.7,331.2,390.6,440.8,603,304.3,1558,0,248.5,0
1/1/2042 0:00,13742,31-Jan-53,453,1723,522.3,1066.8,1527.6,834.8,3830,0,588.5999756,0
2/1/2042 0:00,2811,28-Feb-53,118.9,542.6,106.4,263.4,361.4,109.2,28,616.4,102.8000031,104
3/1/2042 0:00,1835,31-Mar-53,89.3,358.3,130.1,297.4,463.7,229.5,0,143.4,28.5,17.10000038
4/1/2042 0:00,2187,30-Apr-53,112.2,626.4,199.8,497.1,662.3,212.5,18,658.7,0,0.100000001
5/1/2042 0:00,2636,31-May-53,80.8,433.9,203.6,498.7,671.6,157.4,28,1180.4,29.20000076,57.20000076
6/1/2042 0:00,2381,30-Jun-53,46.4,264.2,137.7,485.1,436.1,83.3,0,1149.9,0,58
7/1/2042 0:00,1365,31-Jul-53,13.6,73,55.2,290.5,207.1,45.5,11,846.4,0,82.90000153
8/1/2042 0:00,901.6,31-Aug-53,5.5,15.6,41.9,160.4,160.7,34.9,12,641.1,0,30.5
9/1/2042 0:00,940.4,30-Sep-53,3.8,9.1,40.7,128.1,138.4,28.6,23,0,0,66.80000305
10/1/2042 0:00,802.9,31-Oct-53,4.3,9.1,44.4,122.6,129.5,25.8,154,2,0,24
11/1/2042 0:00,1210,30-Nov-53,36.4,123.5,65.5,186.4,210,57.3,240,212.5,0,0
12/1/2042 0:00,1138,31-Dec-53,15.6,126.1,50.4,156.6,164.9,43.4,67,264.3,0,24.79999924
1/1/2043 0:00,4209,31-Jan-54,377.8,647.9,216.1,325.5,507.4,308.7,1372,0,0,0
2/1/2043 0:00,5091,28-Feb-54,307.7,995.8,356.1,503.4,822.4,475.5,662,0,308.5,172
3/1/2043 0:00,4032,31-Mar-54,223.5,764.8,281.3,536.8,774.8,313.4,144,0,115.1999969,103.6999969
4/1/2043 0:00,2832,30-Apr-54,249.6,862.1,329.7,737.9,1092.6,399.6,254,0,61.40000153,17
5/1/2043 0:00,2290,31-May-54,60.7,256.1,117.3,472.2,415.1,95.1,28,504.8,0,39.5
6/1/2043 0:00,1251,30-Jun-54,31.7,90.9,60.1,301.6,210.2,48.6,12,1535.5,0,67.69999695
7/1/2043 0:00,982.3,31-Jul-54,9.6,20.6,42.3,171.7,143.5,31.2,11,1226.8,0,49.29999924
8/1/2043 0:00,852,31-Aug-54,5.7,10.2,38.5,130.6,127.7,28.1,12,780.5,0,28.29999924
9/1/2043 0:00,951.4,30-Sep-54,5,8.2,37.8,126,119.5,28.7,23,819.5,0,34.20000076
10/1/2043 0:00,869.9,31-Oct-54,5,8.7,37.3,121.8,117.4,29.9,14,201.1,0,1.899999976
11/1/2043 0:00,1982,30-Nov-54,58.2,140.7,98.6,196.8,186.4,52,287,498.7,66.59999847,11.60000038
12/1/2043 0:00,2530,31-Dec-54,96.4,254.1,172.8,257.1,288.4,110.2,350,907.1,135.8999939,22.20000076
1/1/2044 0:00,2675,31-Jan-55,45.1,178.3,124.8,194.8,217.1,102.7,56,862.3,111.5,20.70000076
2/1/2044 0:00,2204,28-Feb-55,31.2,155.2,78,166.5,176.2,85.5,28,486.8,9.5,18.10000038
3/1/2044 0:00,1394,31-Mar-55,28.7,157.3,68.5,202,258.7,99.3,0,87,0,44.70000076
4/1/2044 0:00,1632,30-Apr-55,87,206.6,108.6,282.7,382.5,184.1,30,994.5,0,8.600000381
5/1/2044 0:00,1404,31-May-55,69,355.7,109.2,389.1,349.5,94.6,17,1407.3,0,45.5
6/1/2044 0:00,1129,30-Jun-55,15.2,71.4,47.9,248.8,136.3,35.7,0,1151.2,0,79.19999695
7/1/2044 0:00,859.1,31-Jul-55,5.1,15.5,32.6,124.9,102.4,26.9,0,1159.5,0,69.59999847
8/1/2044 0:00,892.2,31-Aug-55,1,2.4,29.2,94.5,87.5,22.6,0,1128.4,0,53.29999924
9/1/2044 0:00,793.2,30-Sep-55,0.9,1.2,30.6,90.8,88.6,21.7,12,779.1,0,39.70000076
10/1/2044 0:00,607.3,31-Oct-55,2,3.4,33.2,101.3,101,28.3,0,0,0,11.89999962
11/1/2044 0:00,1094,30-Nov-55,18.8,82.7,53.3,147.1,139.3,42.2,11,103.6,2.599999905,0
12/1/2044 0:00,9858,31-Dec-55,648.8,2162.3,725.3,1367.4,2131.8,1079.5,896,0,196.8999939,0
1/1/2045 0:00,17378,31-Jan-56,602.1,1705.8,815.8,1205.7,1836.5,988.8,4060,0,225.3000031,636.2999878
2/1/2045 0:00,11096,29-Feb-56,472,983,573.5,754.5,1140.5,785.1,2298,0,18.60000038,164.6999969
3/1/2045 0:00,3917,31-Mar-56,189.6,703.2,182.9,391.5,622,259.1,1,282.9,71.69999695,166
4/1/2045 0:00,1797,30-Apr-56,230.2,927.8,163.4,492.7,682.7,129.4,30,1607.3,0,81.59999847
5/1/2045 0:00,2328,31-May-56,164.8,773.7,250.8,723,849.7,127.2,17,1080,0,0
6/1/2045 0:00,1590,30-Jun-56,44.1,247.8,111.6,548.9,397.2,53.8,12,1527.2,0,30.29999924
7/1/2045 0:00,1178,31-Jul-56,14.7,50.7,51.8,273.3,200.7,37.5,11,1153.5,0,50.20000076
8/1/2045 0:00,1185,31-Aug-56,6,12.2,42.3,168.4,146.6,30.7,12,1166.6,0,63.90000153
9/1/2045 0:00,857.3,30-Sep-56,4.6,7.8,42.9,146.2,142,30,23,0,0,24.10000038
